frame_id,prompt,cause,effect,link_type,strength
1,"The couple shares a romantic evening, and they gaze lovingly at each other",romantic evening shared,loving gazes,causal,0.782
1,"The teacher gives a student an award, and they feel proud",award given,feels proud,causal,0.717
1,"A parent helps the child with their drawing, and they feel creative",help given,feels creative,enables,0.655
1,A child gets excited when their favorite cartoon is on TV again,favorite cartoon returns,excited smiles,causal,0.725
1,"The teacher gives a student an extra chance to complete their project, and they feel relieved",extra chance given,feels relieved,causal,0.779
1,"A friend surprises the other with a small gift, and they smile with delight",small gift given,smiles with delight,causal,0.725
1,The child gets upset when their favorite game is taken away from them,favorite game removed,gets upset,causal,0.749
1,A group of friends comforts a crying friend by offering words of encouragement,crying friend comforted,smiles return,causal,0.768
1,"The teacher gives a student an opportunity to share their work, and they feel proud",opportunity given,feels proud,causal,0.762
1,"A friend helps someone move into a new house, and they express gratitude",help given,expresses gratitude,enables,0.642
1,The child gets excited when their favorite TV show is back on the air again,favorite TV show returns,excited smiles,causal,0.723
1,"A couple shares a romantic getaway, and they relax together in nature",romantic getaway planned,relaxation,causal,0.724
1,An upset child throws a toy box at a friend,toys thrown away,friend becomes angry,causal,0.742
1,A girl accidentally knocks over her brother's block tower,block tower falls,brother gets upset,inhibits,0.709
1,A mother scolds her child for making a mess,mother scolds,child looks ashamed,causal,0.716
1,Two friends share a secret and now trust each other more,secret shared,trust grows,causal,0.716
1,A boy surprises his sister with her favorite toy,surprise gift,sister smiles brightly,causal,0.730
1,A classmate accidentally spills coffee on a friend's shirt,coffee spilled,friend looks embarrassed,causal,0.783
1,A father helps his child build their first Lego tower,father assists,child feels proud,enables,0.718
1,A group of friends playfully tease each other during a game,friendly teasing,everyone laughs,causal,0.718
1,An elderly person receives a warm hug from their grandchild,warm hug given,grandparent smiles warmly,causal,0.752
1,A child struggles to tie their shoelaces and gets frustrated,shoelace trouble,child looks upset,causal,0.768
1,Two friends have a heart-to-heart talk and resolve their differences,heartfelt conversation,friendship strengthens,causal,0.775
1,A child is thrilled to find out they're going on a surprise vacation,surprise trip announced,child jumps with excitement,causal,0.758
1,An adult comforts their crying child after a fall,parent consoles,child calms down,causal,0.740
1,A group of friends work together to solve a puzzle,teamwork effort,everyone celebrates,causal,0.712
1,A person receives a surprise visit from an old friend they haven't seen in years,surprise visit,friendship rekindled,causal,0.776
1,An upset child throws their favorite stuffed animal across the room,stuffed animal thrown away,child looks distraught,causal,0.771
1,Two friends share a romantic moment and hold hands,romantic gesture,love grows,causal,0.762
1,An elderly person receives a thoughtful gift from their grandchild,thoughtful gift given,grandparent feels loved,causal,0.713
1,A child is thrilled to discover they're getting a new pet,new pet announced,child jumps with excitement,causal,0.730
1,An adult helps their child overcome their fear of swimming,adult assists,child feels confident,enables,0.647
1,A group of friends surprise each other with homemade treats,surprise treats,everyone smiles,causal,0.721
1,An upset person yells at a friend for not listening,yelling occurs,friend looks hurt,causal,0.760
1,Two friends have a playful water balloon fight on a hot summer day,water balloon battle,everyone laughs,causal,0.711
1,A person is grateful to receive a thoughtful thank-you note from a friend,thank-you note received,person feels appreciated,causal,0.787
1,An adult comforts their crying child after a failed test,parent consoles,child calms down,causal,0.787
1,A group of friends celebrate a birthday with cake and singing,birthday celebration,everyone cheers,causal,0.719
1,An upset person becomes defensive when confronted about their behavior,confrontation occurs,person looks embarrassed,causal,0.769
1,Two friends share a heartfelt goodbye before going to separate colleges,goodbye shared,friendship remains strong,causal,0.737
1,A child is thrilled to discover they're getting a new bike for their birthday,new bike announced,child jumps with excitement,causal,0.767
1,An adult helps their child overcome their fear of public speaking,adult assists,child feels confident,enables,0.656
1,A group of friends work together to clean up a messy park,teamwork effort,everyone feels proud,causal,0.748
1,An elderly person receives a warm visit from their old friend,warm visit given,grandparent smiles warmly,causal,0.755
1,A child struggles to tie their shoelaces and gets frustrated again,shoelace trouble,child looks upset,causal,0.746
1,Two friends have a surprise picnic in the park on a sunny day,surprise picnic,everyone smiles,causal,0.723
1,An adult comforts their crying child after a pet passes away,parent consoles,child calms down,causal,0.737
1,A group of friends have a movie night and watch their favorite film together,movie night shared,everyone laughs,causal,0.722
1,An upset person becomes angry when someone cuts them off in traffic,traffic frustration,person looks annoyed,causal,0.714
1,Two friends share a heartfelt moment and hug each other tightly,heartfelt hug shared,friendship strengthens,causal,0.805
1,A child is thrilled to discover they're getting a new book for their birthday,new book announced,child jumps with excitement,causal,0.760
1,An adult helps their child overcome their fear of heights,adult assists,child feels confident,enables,0.650
1,A group of friends work together to solve a challenging puzzle game,teamwork effort,everyone celebrates,causal,0.776
1,An elderly person receives a thoughtful gift from their grandchild for their birthday,thoughtful gift given,grandparent feels loved,causal,0.718
1,A child is upset when they realize they forgot to bring their favorite toy,toy forgotten,child looks distraught,causal,0.734
1,Two friends share a surprise party for their friend's birthday,surprise party,everyone cheers,causal,0.751
1,An adult comforts their crying child after a family member passes away,parent consoles,child calms down,causal,0.777
